[ 2019-06-30T11:03:53+08:00 ] /abcTest/index.php/Login/index | ERR: (ThinkException) 模板不存在[./home/Tpl/Login/index.html]
[ 2019-06-30T15:00:29+08:00 ] /abcTest/index.php/Login | INFO: Run ParseTemplate Behavior [ RunTime:0.019278s ]
[ 2019-06-30T15:00:29+08:00 ] /abcTest/index.php/Login | INFO: Tag[ view_parse ] --END-- [ RunTime:0.019482s ]
[ 2019-06-30T15:00:29+08:00 ] /abcTest/index.php/Login | INFO: Tag[ view_filter ] --START--
[ 2019-06-30T15:00:29+08:00 ] /abcTest/index.php/Login | INFO: Run ContentReplace Behavior [ RunTime:0.001602s ]
[ 2019-06-30T15:00:29+08:00 ] /abcTest/index.php/Login | INFO: Run TokenBuild Behavior [ RunTime:0.001490s ]
[ 2019-06-30T15:00:29+08:00 ] /abcTest/index.php/Login | INFO: Run WriteHtmlCache Behavior [ RunTime:0.001068s ]
[ 2019-06-30T15:00:29+08:00 ] /abcTest/index.php/Login | INFO: Run ShowRuntime Behavior [ RunTime:0.001846s ]
[ 2019-06-30T15:00:29+08:00 ] /abcTest/index.php/Login | INFO: Tag[ view_filter ] --END-- [ RunTime:0.006618s ]
[ 2019-06-30T15:00:29+08:00 ] /abcTest/index.php/Login | INFO: Tag[ view_end ] --START--
[ 2019-06-30T15:00:29+08:00 ] /abcTest/index.php/Login | INFO: Run ShowPageTrace Behavior [ RunTime:0.001565s ]
[ 2019-06-30T15:00:29+08:00 ] /abcTest/index.php/Login | INFO: Tag[ view_end ] --END-- [ RunTime:0.001793s ]
[ 2019-06-30T15:00:35+08:00 ] /abcTest/index.php/checkLogin | ERR: (ThinkException) 无法加载模块checkLogin
[ 2019-06-30T15:01:06+08:00 ] /abcTest/index.php/checkLogin | ERR: (ThinkException) 无法加载模块checkLogin
[ 2019-06-30T15:01:16+08:00 ] /abcTest/index.php/Login | INFO: Tag[ route_check ] --START--
[ 2019-06-30T15:01:16+08:00 ] /abcTest/index.php/Login | INFO: Run CheckRoute Behavior [ RunTime:0.002860s ]
[ 2019-06-30T15:01:16+08:00 ] /abcTest/index.php/Login | INFO: Tag[ route_check ] --END-- [ RunTime:0.003287s ]
[ 2019-06-30T15:01:16+08:00 ] /abcTest/index.php/Login | INFO: Tag[ app_begin ] --START--
[ 2019-06-30T15:01:16+08:00 ] /abcTest/index.php/Login | INFO: Run ReadHtmlCache Behavior [ RunTime:0.002172s ]
[ 2019-06-30T15:01:16+08:00 ] /abcTest/index.php/Login | INFO: Tag[ app_begin ] --END-- [ RunTime:0.002436s ]
[ 2019-06-30T15:01:16+08:00 ] /abcTest/index.php/Login | INFO: Tag[ view_template ] --START--
[ 2019-06-30T15:01:16+08:00 ] /abcTest/index.php/Login | INFO: Run LocationTemplate Behavior [ RunTime:0.002463s ]
[ 2019-06-30T15:01:16+08:00 ] /abcTest/index.php/Login | INFO: Tag[ view_template ] --END-- [ RunTime:0.002806s ]
[ 2019-06-30T15:01:16+08:00 ] /abcTest/index.php/Login | INFO: Tag[ view_parse ] --START--
[ 2019-06-30T15:01:16+08:00 ] /abcTest/index.php/Login | INFO: Run ParseTemplate Behavior [ RunTime:0.022142s ]
[ 2019-06-30T15:01:16+08:00 ] /abcTest/index.php/Login | INFO: Tag[ view_parse ] --END-- [ RunTime:0.022407s ]
[ 2019-06-30T15:01:16+08:00 ] /abcTest/index.php/Login | INFO: Tag[ view_filter ] --START--
[ 2019-06-30T15:01:16+08:00 ] /abcTest/index.php/Login | INFO: Run ContentReplace Behavior [ RunTime:0.001349s ]
[ 2019-06-30T15:01:16+08:00 ] /abcTest/index.php/Login | INFO: Run TokenBuild Behavior [ RunTime:0.001239s ]
[ 2019-06-30T15:01:16+08:00 ] /abcTest/index.php/Login | INFO: Run WriteHtmlCache Behavior [ RunTime:0.000818s ]
[ 2019-06-30T15:01:16+08:00 ] /abcTest/index.php/Login | INFO: Run ShowRuntime Behavior [ RunTime:0.001377s ]
[ 2019-06-30T15:01:16+08:00 ] /abcTest/index.php/Login | INFO: Tag[ view_filter ] --END-- [ RunTime:0.005343s ]
[ 2019-06-30T15:01:16+08:00 ] /abcTest/index.php/Login | INFO: Tag[ view_end ] --START--
[ 2019-06-30T15:01:16+08:00 ] /abcTest/index.php/Login | INFO: Run ShowPageTrace Behavior [ RunTime:0.001161s ]
[ 2019-06-30T15:01:16+08:00 ] /abcTest/index.php/Login | INFO: Tag[ view_end ] --END-- [ RunTime:0.001331s ]
[ 2019-06-30T15:01:21+08:00 ] /abcTest/index.php/checkLogin | ERR: (ThinkException) 无法加载模块checkLogin
[ 2019-06-30T15:01:41+08:00 ] /abcTest/index.php/Login | INFO: Tag[ route_check ] --START--
[ 2019-06-30T15:01:41+08:00 ] /abcTest/index.php/Login | INFO: Run CheckRoute Behavior [ RunTime:0.001816s ]
[ 2019-06-30T15:01:41+08:00 ] /abcTest/index.php/Login | INFO: Tag[ route_check ] --END-- [ RunTime:0.002094s ]
[ 2019-06-30T15:01:41+08:00 ] /abcTest/index.php/Login | INFO: Tag[ app_begin ] --START--
[ 2019-06-30T15:01:41+08:00 ] /abcTest/index.php/Login | INFO: Run ReadHtmlCache Behavior [ RunTime:0.003116s ]
[ 2019-06-30T15:01:41+08:00 ] /abcTest/index.php/Login | INFO: Tag[ app_begin ] --END-- [ RunTime:0.003630s ]
[ 2019-06-30T15:01:41+08:00 ] /abcTest/index.php/Login | INFO: Tag[ view_template ] --START--
[ 2019-06-30T15:01:41+08:00 ] /abcTest/index.php/Login | INFO: Run LocationTemplate Behavior [ RunTime:0.002403s ]
[ 2019-06-30T15:01:41+08:00 ] /abcTest/index.php/Login | INFO: Tag[ view_template ] --END-- [ RunTime:0.002714s ]
[ 2019-06-30T15:01:41+08:00 ] /abcTest/index.php/Login | INFO: Tag[ view_parse ] --START--
[ 2019-06-30T15:01:41+08:00 ] /abcTest/index.php/Login | INFO: Run ParseTemplate Behavior [ RunTime:0.019711s ]
[ 2019-06-30T15:01:41+08:00 ] /abcTest/index.php/Login | INFO: Tag[ view_parse ] --END-- [ RunTime:0.020094s ]
[ 2019-06-30T15:01:41+08:00 ] /abcTest/index.php/Login | INFO: Tag[ view_filter ] --START--
[ 2019-06-30T15:01:41+08:00 ] /abcTest/index.php/Login | INFO: Run ContentReplace Behavior [ RunTime:0.001303s ]
[ 2019-06-30T15:01:41+08:00 ] /abcTest/index.php/Login | INFO: Run TokenBuild Behavior [ RunTime:0.001323s ]
[ 2019-06-30T15:01:41+08:00 ] /abcTest/index.php/Login | INFO: Run WriteHtmlCache Behavior [ RunTime:0.000814s ]
[ 2019-06-30T15:01:41+08:00 ] /abcTest/index.php/Login | INFO: Run ShowRuntime Behavior [ RunTime:0.001462s ]
[ 2019-06-30T15:01:41+08:00 ] /abcTest/index.php/Login | INFO: Tag[ view_filter ] --END-- [ RunTime:0.005417s ]
[ 2019-06-30T15:01:41+08:00 ] /abcTest/index.php/Login | INFO: Tag[ view_end ] --START--
[ 2019-06-30T15:01:41+08:00 ] /abcTest/index.php/Login | INFO: Run ShowPageTrace Behavior [ RunTime:0.001129s ]
[ 2019-06-30T15:01:41+08:00 ] /abcTest/index.php/Login | INFO: Tag[ view_end ] --END-- [ RunTime:0.001295s ]
[ 2019-06-30T15:01:48+08:00 ] /abcTest/index.php/checkLogin | ERR: (ThinkException) 无法加载模块checkLogin
[ 2019-06-30T15:05:55+08:00 ] /abcTest/index.php | ERR: (ThinkException) 无法加载模块Index
[ 2019-06-30T15:05:55+08:00 ] /abcTest/index.php/Login | INFO: Tag[ route_check ] --START--
[ 2019-06-30T15:05:55+08:00 ] /abcTest/index.php/Login | INFO: Run CheckRoute Behavior [ RunTime:0.002299s ]
[ 2019-06-30T15:05:55+08:00 ] /abcTest/index.php/Login | INFO: Tag[ route_check ] --END-- [ RunTime:0.002555s ]
[ 2019-06-30T15:05:55+08:00 ] /abcTest/index.php/Login | INFO: Tag[ app_begin ] --START--
[ 2019-06-30T15:05:55+08:00 ] /abcTest/index.php/Login | INFO: Run ReadHtmlCache Behavior [ RunTime:0.002027s ]
[ 2019-06-30T15:05:55+08:00 ] /abcTest/index.php/Login | INFO: Tag[ app_begin ] --END-- [ RunTime:0.002275s ]
[ 2019-06-30T15:05:55+08:00 ] /abcTest/index.php/Login | INFO: Tag[ view_template ] --START--
[ 2019-06-30T15:05:55+08:00 ] /abcTest/index.php/Login | INFO: Run LocationTemplate Behavior [ RunTime:0.002214s ]
[ 2019-06-30T15:05:55+08:00 ] /abcTest/index.php/Login | INFO: Tag[ view_template ] --END-- [ RunTime:0.002443s ]
[ 2019-06-30T15:05:55+08:00 ] /abcTest/index.php/Login | INFO: Tag[ view_parse ] --START--
[ 2019-06-30T15:05:55+08:00 ] /abcTest/index.php/Login | INFO: Run ParseTemplate Behavior [ RunTime:0.015558s ]
[ 2019-06-30T15:05:55+08:00 ] /abcTest/index.php/Login | INFO: Tag[ view_parse ] --END-- [ RunTime:0.015879s ]
[ 2019-06-30T15:05:55+08:00 ] /abcTest/index.php/Login | INFO: Tag[ view_filter ] --START--
[ 2019-06-30T15:05:55+08:00 ] /abcTest/index.php/Login | INFO: Run ContentReplace Behavior [ RunTime:0.001173s ]
[ 2019-06-30T15:05:55+08:00 ] /abcTest/index.php/Login | INFO: Run TokenBuild Behavior [ RunTime:0.001254s ]
[ 2019-06-30T15:05:55+08:00 ] /abcTest/index.php/Login | INFO: Run WriteHtmlCache Behavior [ RunTime:0.000778s ]
[ 2019-06-30T15:05:55+08:00 ] /abcTest/index.php/Login | INFO: Run ShowRuntime Behavior [ RunTime:0.001229s ]
[ 2019-06-30T15:05:55+08:00 ] /abcTest/index.php/Login | INFO: Tag[ view_filter ] --END-- [ RunTime:0.004888s ]
[ 2019-06-30T15:05:55+08:00 ] /abcTest/index.php/Login | INFO: Tag[ view_end ] --START--
[ 2019-06-30T15:05:55+08:00 ] /abcTest/index.php/Login | INFO: Run ShowPageTrace Behavior [ RunTime:0.001082s ]
[ 2019-06-30T15:05:55+08:00 ] /abcTest/index.php/Login | INFO: Tag[ view_end ] --END-- [ RunTime:0.001241s ]
[ 2019-06-30T15:06:01+08:00 ] /abcTest/index.php/checkLogin | ERR: (ThinkException) 无法加载模块checkLogin
[ 2019-06-30T15:06:28+08:00 ] /abcTest/index.php/checkLogin | ERR: (ThinkException) 无法加载模块checkLogin
[ 2019-06-30T15:17:55+08:00 ] /abcTest/index.php/Login | INFO: Tag[ route_check ] --START--
[ 2019-06-30T15:17:55+08:00 ] /abcTest/index.php/Login | INFO: Run CheckRoute Behavior [ RunTime:0.003722s ]
[ 2019-06-30T15:17:55+08:00 ] /abcTest/index.php/Login | INFO: Tag[ route_check ] --END-- [ RunTime:0.004114s ]
[ 2019-06-30T15:17:55+08:00 ] /abcTest/index.php/Login | INFO: Tag[ app_begin ] --START--
[ 2019-06-30T15:17:55+08:00 ] /abcTest/index.php/Login | INFO: Run ReadHtmlCache Behavior [ RunTime:0.004519s ]
[ 2019-06-30T15:17:55+08:00 ] /abcTest/index.php/Login | INFO: Tag[ app_begin ] --END-- [ RunTime:0.004752s ]
[ 2019-06-30T15:17:55+08:00 ] /abcTest/index.php/Login | INFO: Tag[ view_template ] --START--
[ 2019-06-30T15:17:55+08:00 ] /abcTest/index.php/Login | INFO: Run LocationTemplate Behavior [ RunTime:0.002829s ]
[ 2019-06-30T15:17:55+08:00 ] /abcTest/index.php/Login | INFO: Tag[ view_template ] --END-- [ RunTime:0.003141s ]
[ 2019-06-30T15:17:55+08:00 ] /abcTest/index.php/Login | INFO: Tag[ view_parse ] --START--
[ 2019-06-30T15:17:55+08:00 ] /abcTest/index.php/Login | INFO: Run ParseTemplate Behavior [ RunTime:0.017040s ]
[ 2019-06-30T15:17:55+08:00 ] /abcTest/index.php/Login | INFO: Tag[ view_parse ] --END-- [ RunTime:0.017296s ]
[ 2019-06-30T15:17:55+08:00 ] /abcTest/index.php/Login | INFO: Tag[ view_filter ] --START--
[ 2019-06-30T15:17:55+08:00 ] /abcTest/index.php/Login | INFO: Run ContentReplace Behavior [ RunTime:0.001476s ]
[ 2019-06-30T15:17:55+08:00 ] /abcTest/index.php/Login | INFO: Run TokenBuild Behavior [ RunTime:0.001251s ]
[ 2019-06-30T15:17:55+08:00 ] /abcTest/index.php/Login | INFO: Run WriteHtmlCache Behavior [ RunTime:0.001447s ]
[ 2019-06-30T15:17:55+08:00 ] /abcTest/index.php/Login | INFO: Run ShowRuntime Behavior [ RunTime:0.001616s ]
[ 2019-06-30T15:17:55+08:00 ] /abcTest/index.php/Login | INFO: Tag[ view_filter ] --END-- [ RunTime:0.006351s ]
[ 2019-06-30T15:17:55+08:00 ] /abcTest/index.php/Login | INFO: Tag[ view_end ] --START--
[ 2019-06-30T15:17:55+08:00 ] /abcTest/index.php/Login | INFO: Run ShowPageTrace Behavior [ RunTime:0.001319s ]
[ 2019-06-30T15:17:55+08:00 ] /abcTest/index.php/Login | INFO: Tag[ view_end ] --END-- [ RunTime:0.001483s ]
[ 2019-06-30T15:18:01+08:00 ] /abcTest/index.php/checkLogin | ERR: (ThinkException) 无法加载模块checkLogin
[ 2019-06-30T15:18:19+08:00 ] /abcTest/index.php/checkLogin | ERR: (ThinkException) 无法加载模块checkLogin
[ 2019-06-30T15:18:37+08:00 ] /abcTest/index.php/Login/index | INFO: Tag[ route_check ] --START--
[ 2019-06-30T15:18:37+08:00 ] /abcTest/index.php/Login/index | INFO: Run CheckRoute Behavior [ RunTime:0.005047s ]
[ 2019-06-30T15:18:37+08:00 ] /abcTest/index.php/Login/index | INFO: Tag[ route_check ] --END-- [ RunTime:0.005407s ]
[ 2019-06-30T15:18:37+08:00 ] /abcTest/index.php/Login/index | INFO: Tag[ app_begin ] --START--
[ 2019-06-30T15:18:37+08:00 ] /abcTest/index.php/Login/index | INFO: Run ReadHtmlCache Behavior [ RunTime:0.002807s ]
[ 2019-06-30T15:18:37+08:00 ] /abcTest/index.php/Login/index | INFO: Tag[ app_begin ] --END-- [ RunTime:0.003055s ]
[ 2019-06-30T15:18:37+08:00 ] /abcTest/index.php/Login/index | INFO: Tag[ view_template ] --START--
[ 2019-06-30T15:18:37+08:00 ] /abcTest/index.php/Login/index | INFO: Run LocationTemplate Behavior [ RunTime:0.002492s ]
[ 2019-06-30T15:18:37+08:00 ] /abcTest/index.php/Login/index | INFO: Tag[ view_template ] --END-- [ RunTime:0.002766s ]
[ 2019-06-30T15:18:37+08:00 ] /abcTest/index.php/Login/index | INFO: Tag[ view_parse ] --START--
[ 2019-06-30T15:18:37+08:00 ] /abcTest/index.php/Login/index | INFO: Run ParseTemplate Behavior [ RunTime:0.020389s ]
[ 2019-06-30T15:18:37+08:00 ] /abcTest/index.php/Login/index | INFO: Tag[ view_parse ] --END-- [ RunTime:0.020631s ]
[ 2019-06-30T15:18:37+08:00 ] /abcTest/index.php/Login/index | INFO: Tag[ view_filter ] --START--
[ 2019-06-30T15:18:37+08:00 ] /abcTest/index.php/Login/index | INFO: Run ContentReplace Behavior [ RunTime:0.001306s ]
[ 2019-06-30T15:18:37+08:00 ] /abcTest/index.php/Login/index | INFO: Run TokenBuild Behavior [ RunTime:0.001554s ]
[ 2019-06-30T15:18:37+08:00 ] /abcTest/index.php/Login/index | INFO: Run WriteHtmlCache Behavior [ RunTime:0.000824s ]
[ 2019-06-30T15:18:37+08:00 ] /abcTest/index.php/Login/index | INFO: Run ShowRuntime Behavior [ RunTime:0.001353s ]
[ 2019-06-30T15:18:37+08:00 ] /abcTest/index.php/Login/index | INFO: Tag[ view_filter ] --END-- [ RunTime:0.005566s ]
[ 2019-06-30T15:18:37+08:00 ] /abcTest/index.php/Login/index | INFO: Tag[ view_end ] --START--
[ 2019-06-30T15:18:37+08:00 ] /abcTest/index.php/Login/index | INFO: Run ShowPageTrace Behavior [ RunTime:0.001095s ]
[ 2019-06-30T15:18:37+08:00 ] /abcTest/index.php/Login/index | INFO: Tag[ view_end ] --END-- [ RunTime:0.001262s ]
[ 2019-06-30T15:18:45+08:00 ] /abcTest/index.php/Login/userIndex | INFO: Tag[ route_check ] --START--
[ 2019-06-30T15:18:45+08:00 ] /abcTest/index.php/Login/userIndex | INFO: Run CheckRoute Behavior [ RunTime:0.002438s ]
[ 2019-06-30T15:18:45+08:00 ] /abcTest/index.php/Login/userIndex | INFO: Tag[ route_check ] --END-- [ RunTime:0.002657s ]
[ 2019-06-30T15:18:45+08:00 ] /abcTest/index.php/Login/userIndex | INFO: Tag[ app_begin ] --START--
[ 2019-06-30T15:18:45+08:00 ] /abcTest/index.php/Login/userIndex | INFO: Run ReadHtmlCache Behavior [ RunTime:0.001618s ]
[ 2019-06-30T15:18:45+08:00 ] /abcTest/index.php/Login/userIndex | INFO: Tag[ app_begin ] --END-- [ RunTime:0.001789s ]
[ 2019-06-30T15:18:45+08:00 ] /abcTest/index.php/Login/userIndex | INFO: Tag[ view_template ] --START--
[ 2019-06-30T15:18:45+08:00 ] /abcTest/index.php/Login/userIndex | INFO: Run LocationTemplate Behavior [ RunTime:0.001829s ]
[ 2019-06-30T15:18:45+08:00 ] /abcTest/index.php/Login/userIndex | INFO: Tag[ view_template ] --END-- [ RunTime:0.002036s ]
[ 2019-06-30T15:18:45+08:00 ] /abcTest/index.php/Login/userIndex | INFO: Tag[ view_parse ] --START--
[ 2019-06-30T15:18:45+08:00 ] /abcTest/index.php/Login/userIndex | INFO: Run ParseTemplate Behavior [ RunTime:0.013394s ]
[ 2019-06-30T15:18:45+08:00 ] /abcTest/index.php/Login/userIndex | INFO: Tag[ view_parse ] --END-- [ RunTime:0.013645s ]
[ 2019-06-30T15:18:45+08:00 ] /abcTest/index.php/Login/userIndex | INFO: Tag[ view_filter ] --START--
[ 2019-06-30T15:18:45+08:00 ] /abcTest/index.php/Login/userIndex | INFO: Run ContentReplace Behavior [ RunTime:0.001044s ]
[ 2019-06-30T15:18:45+08:00 ] /abcTest/index.php/Login/userIndex | INFO: Run TokenBuild Behavior [ RunTime:0.001127s ]
[ 2019-06-30T15:18:45+08:00 ] /abcTest/index.php/Login/userIndex | INFO: Run WriteHtmlCache Behavior [ RunTime:0.000837s ]
[ 2019-06-30T15:18:45+08:00 ] /abcTest/index.php/Login/userIndex | INFO: Run ShowRuntime Behavior [ RunTime:0.001283s ]
[ 2019-06-30T15:18:45+08:00 ] /abcTest/index.php/Login/userIndex | INFO: Tag[ view_filter ] --END-- [ RunTime:0.004765s ]
[ 2019-06-30T15:18:45+08:00 ] /abcTest/index.php/Login/userIndex | INFO: Tag[ view_end ] --START--
[ 2019-06-30T15:18:45+08:00 ] /abcTest/index.php/Login/userIndex | INFO: Run ShowPageTrace Behavior [ RunTime:0.001237s ]
[ 2019-06-30T15:18:45+08:00 ] /abcTest/index.php/Login/userIndex | INFO: Tag[ view_end ] --END-- [ RunTime:0.001419s ]
[ 2019-06-30T15:18:53+08:00 ] /abcTest/index.php/abcTest/admin.php/ | ERR: (ThinkException) 无法加载模块abcTest
[ 2019-06-30T15:20:11+08:00 ] /abcTest/index.php/admin.php/ | ERR: (ThinkException) 无法加载模块admin.php
[ 2019-06-30T15:21:06+08:00 ] /abcTest/index.php/admin.php | ERR: (ThinkException) 无法加载模块admin.php
[ 2019-06-30T15:21:26+08:00 ] /abcTest/index.php/admin.php/ | ERR: (ThinkException) 无法加载模块admin.php
[ 2019-06-30T15:22:42+08:00 ] /abcTest/index.php/admin.php/ | ERR: (ThinkException) 无法加载模块admin.php
[ 2019-06-30T15:26:21+08:00 ] /abcTest/index.php/Index/index | ERR: (ThinkException) 无法加载模块Index
[ 2019-06-30T15:26:51+08:00 ] /abcTest/index.php/Index/index | ERR: (ThinkException) 无法加载模块Index
[ 2019-06-30T15:29:55+08:00 ] /abcTest/index.php/Login/checkLogin | INFO: Tag[ route_check ] --START--
[ 2019-06-30T15:29:55+08:00 ] /abcTest/index.php/Login/checkLogin | INFO: Run CheckRoute Behavior [ RunTime:0.002025s ]
[ 2019-06-30T15:29:55+08:00 ] /abcTest/index.php/Login/checkLogin | INFO: Tag[ route_check ] --END-- [ RunTime:0.002292s ]
[ 2019-06-30T15:29:55+08:00 ] /abcTest/index.php/Login/checkLogin | INFO: Tag[ app_begin ] --START--
[ 2019-06-30T15:29:55+08:00 ] /abcTest/index.php/Login/checkLogin | INFO: Run ReadHtmlCache Behavior [ RunTime:0.001342s ]
[ 2019-06-30T15:29:55+08:00 ] /abcTest/index.php/Login/checkLogin | INFO: Tag[ app_begin ] --END-- [ RunTime:0.001537s ]
[ 2019-06-30T15:29:55+08:00 ] /abcTest/index.php/Login/checkLogin | SQL: SHOW COLUMNS FROM `t_user` [ RunTime:0.007700s ]
[ 2019-06-30T15:29:55+08:00 ] /abcTest/index.php/Login/checkLogin | SQL: SELECT * FROM `t_user` WHERE userId ='777' LIMIT 1   [ RunTime:0.000367s ]
[ 2019-06-30T15:29:55+08:00 ] /abcTest/index.php/Login/checkLogin | SQL: SELECT `userRole` FROM `t_user` WHERE userId ='777' LIMIT 1   [ RunTime:0.000178s ]
[ 2019-06-30T15:30:39+08:00 ] /abcTest/index.php/Login/checkLogin | ERR: (ThinkException) Action:U您所请求的方法不存在！
[ 2019-06-30T15:31:50+08:00 ] /abcTest/index.php/Login/checkLogin | INFO: Tag[ route_check ] --START--
[ 2019-06-30T15:31:50+08:00 ] /abcTest/index.php/Login/checkLogin | INFO: Run CheckRoute Behavior [ RunTime:0.001799s ]
[ 2019-06-30T15:31:50+08:00 ] /abcTest/index.php/Login/checkLogin | INFO: Tag[ route_check ] --END-- [ RunTime:0.002054s ]
[ 2019-06-30T15:31:50+08:00 ] /abcTest/index.php/Login/checkLogin | INFO: Tag[ app_begin ] --START--
[ 2019-06-30T15:31:50+08:00 ] /abcTest/index.php/Login/checkLogin | INFO: Run ReadHtmlCache Behavior [ RunTime:0.001565s ]
[ 2019-06-30T15:31:50+08:00 ] /abcTest/index.php/Login/checkLogin | INFO: Tag[ app_begin ] --END-- [ RunTime:0.001771s ]
[ 2019-06-30T15:31:50+08:00 ] /abcTest/index.php/Login/checkLogin | SQL: SHOW COLUMNS FROM `t_user` [ RunTime:0.007828s ]
[ 2019-06-30T15:31:50+08:00 ] /abcTest/index.php/Login/checkLogin | SQL: SELECT * FROM `t_user` WHERE userId ='777' LIMIT 1   [ RunTime:0.000536s ]
[ 2019-06-30T15:31:50+08:00 ] /abcTest/index.php/Login/checkLogin | SQL: SELECT `userRole` FROM `t_user` WHERE userId ='777' LIMIT 1   [ RunTime:0.000229s ]
[ 2019-06-30T15:31:50+08:00 ] /abcTest/index.php/Login/checkLogin | INFO: Tag[ view_template ] --START--
[ 2019-06-30T15:31:50+08:00 ] /abcTest/index.php/Login/checkLogin | INFO: Run LocationTemplate Behavior [ RunTime:0.001803s ]
[ 2019-06-30T15:31:50+08:00 ] /abcTest/index.php/Login/checkLogin | INFO: Tag[ view_template ] --END-- [ RunTime:0.001977s ]
[ 2019-06-30T15:31:50+08:00 ] /abcTest/index.php/Login/checkLogin | INFO: Tag[ view_parse ] --START--
[ 2019-06-30T15:31:50+08:00 ] /abcTest/index.php/Login/checkLogin | INFO: Run ParseTemplate Behavior [ RunTime:0.018527s ]
[ 2019-06-30T15:31:50+08:00 ] /abcTest/index.php/Login/checkLogin | INFO: Tag[ view_parse ] --END-- [ RunTime:0.018736s ]
[ 2019-06-30T15:31:50+08:00 ] /abcTest/index.php/Login/checkLogin | INFO: Tag[ view_filter ] --START--
[ 2019-06-30T15:31:50+08:00 ] /abcTest/index.php/Login/checkLogin | INFO: Run ContentReplace Behavior [ RunTime:0.001082s ]
[ 2019-06-30T15:31:50+08:00 ] /abcTest/index.php/Login/checkLogin | INFO: Run TokenBuild Behavior [ RunTime:0.001303s ]
[ 2019-06-30T15:31:50+08:00 ] /abcTest/index.php/Login/checkLogin | INFO: Run WriteHtmlCache Behavior [ RunTime:0.000911s ]
[ 2019-06-30T15:31:50+08:00 ] /abcTest/index.php/Login/checkLogin | INFO: Run ShowRuntime Behavior [ RunTime:0.001506s ]
[ 2019-06-30T15:31:50+08:00 ] /abcTest/index.php/Login/checkLogin | INFO: Tag[ view_filter ] --END-- [ RunTime:0.005495s ]
[ 2019-06-30T15:31:50+08:00 ] /abcTest/index.php/Login/checkLogin | INFO: Tag[ view_end ] --START--
[ 2019-06-30T15:31:50+08:00 ] /abcTest/index.php/Login/checkLogin | INFO: Run ShowPageTrace Behavior [ RunTime:0.001487s ]
[ 2019-06-30T15:31:50+08:00 ] /abcTest/index.php/Login/checkLogin | INFO: Tag[ view_end ] --END-- [ RunTime:0.001668s ]
[ 2019-06-30T15:32:15+08:00 ] /abcTest/index.php/Login/checkLogin | INFO: Tag[ route_check ] --START--
[ 2019-06-30T15:32:15+08:00 ] /abcTest/index.php/Login/checkLogin | INFO: Run CheckRoute Behavior [ RunTime:0.001651s ]
[ 2019-06-30T15:32:15+08:00 ] /abcTest/index.php/Login/checkLogin | INFO: Tag[ route_check ] --END-- [ RunTime:0.001855s ]
[ 2019-06-30T15:32:15+08:00 ] /abcTest/index.php/Login/checkLogin | INFO: Tag[ app_begin ] --START--
[ 2019-06-30T15:32:15+08:00 ] /abcTest/index.php/Login/checkLogin | INFO: Run ReadHtmlCache Behavior [ RunTime:0.001403s ]
[ 2019-06-30T15:32:15+08:00 ] /abcTest/index.php/Login/checkLogin | INFO: Tag[ app_begin ] --END-- [ RunTime:0.001580s ]
[ 2019-06-30T15:32:15+08:00 ] /abcTest/index.php/Login/checkLogin | SQL: SHOW COLUMNS FROM `t_user` [ RunTime:0.006321s ]
[ 2019-06-30T15:32:15+08:00 ] /abcTest/index.php/Login/checkLogin | SQL: SELECT * FROM `t_user` WHERE userId ='777' LIMIT 1   [ RunTime:0.000377s ]
[ 2019-06-30T15:32:15+08:00 ] /abcTest/index.php/Login/checkLogin | SQL: SELECT `userRole` FROM `t_user` WHERE userId ='777' LIMIT 1   [ RunTime:0.000185s ]
[ 2019-06-30T15:32:15+08:00 ] /abcTest/index.php/Login/checkLogin | INFO: Tag[ view_template ] --START--
[ 2019-06-30T15:32:15+08:00 ] /abcTest/index.php/Login/checkLogin | INFO: Run LocationTemplate Behavior [ RunTime:0.001959s ]
[ 2019-06-30T15:32:15+08:00 ] /abcTest/index.php/Login/checkLogin | INFO: Tag[ view_template ] --END-- [ RunTime:0.002153s ]
[ 2019-06-30T15:32:15+08:00 ] /abcTest/index.php/Login/checkLogin | INFO: Tag[ view_parse ] --START--
[ 2019-06-30T15:32:16+08:00 ] /abcTest/index.php/Login/checkLogin | INFO: Run ParseTemplate Behavior [ RunTime:0.017434s ]
[ 2019-06-30T15:32:16+08:00 ] /abcTest/index.php/Login/checkLogin | INFO: Tag[ view_parse ] --END-- [ RunTime:0.017641s ]
[ 2019-06-30T15:32:16+08:00 ] /abcTest/index.php/Login/checkLogin | INFO: Tag[ view_filter ] --START--
[ 2019-06-30T15:32:16+08:00 ] /abcTest/index.php/Login/checkLogin | INFO: Run ContentReplace Behavior [ RunTime:0.001146s ]
[ 2019-06-30T15:32:16+08:00 ] /abcTest/index.php/Login/checkLogin | INFO: Run TokenBuild Behavior [ RunTime:0.002783s ]
[ 2019-06-30T15:32:16+08:00 ] /abcTest/index.php/Login/checkLogin | INFO: Run WriteHtmlCache Behavior [ RunTime:0.001290s ]
[ 2019-06-30T15:32:16+08:00 ] /abcTest/index.php/Login/checkLogin | INFO: Run ShowRuntime Behavior [ RunTime:0.002204s ]
[ 2019-06-30T15:32:16+08:00 ] /abcTest/index.php/Login/checkLogin | INFO: Tag[ view_filter ] --END-- [ RunTime:0.008059s ]
[ 2019-06-30T15:32:16+08:00 ] /abcTest/index.php/Login/checkLogin | INFO: Tag[ view_end ] --START--
