[ 2012-05-11T19:15:18+08:00 ] /SiaWeb/admin.php/person | ERR: (ThinkException) 无法加载模块person
[ 2012-05-11T20:20:16+08:00 ] /SiaWeb/admin.php/Person/edit/id/1 | INFO: Run ReadHtmlCache Behavior [ RunTime:0.000601s ]
[ 2012-05-11T20:20:16+08:00 ] /SiaWeb/admin.php/Person/edit/id/1 | INFO: Tag[ app_begin ] --END-- [ RunTime:0.000692s ]
[ 2012-05-11T20:20:16+08:00 ] /SiaWeb/admin.php/Person/edit/id/1 | SQL: SHOW COLUMNS FROM `think_person` [ RunTime:0.005440s ]
[ 2012-05-11T20:20:16+08:00 ] /SiaWeb/admin.php/Person/edit/id/1 | SQL: SELECT * FROM `think_person` WHERE id=1 LIMIT 1   [ RunTime:0.000262s ]
[ 2012-05-11T20:20:16+08:00 ] /SiaWeb/admin.php/Person/edit/id/1 | INFO: Tag[ view_template ] --START--
[ 2012-05-11T20:20:16+08:00 ] /SiaWeb/admin.php/Person/edit/id/1 | INFO: Run LocationTemplate Behavior [ RunTime:0.000765s ]
[ 2012-05-11T20:20:16+08:00 ] /SiaWeb/admin.php/Person/edit/id/1 | INFO: Tag[ view_template ] --END-- [ RunTime:0.000857s ]
[ 2012-05-11T20:20:16+08:00 ] /SiaWeb/admin.php/Person/edit/id/1 | INFO: Tag[ view_parse ] --START--
[ 2012-05-11T20:20:16+08:00 ] /SiaWeb/admin.php/Person/edit/id/1 | INFO: Run ParseTemplate Behavior [ RunTime:0.009625s ]
[ 2012-05-11T20:20:16+08:00 ] /SiaWeb/admin.php/Person/edit/id/1 | INFO: Tag[ view_parse ] --END-- [ RunTime:0.009732s ]
[ 2012-05-11T20:20:16+08:00 ] /SiaWeb/admin.php/Person/edit/id/1 | INFO: Tag[ view_filter ] --START--
[ 2012-05-11T20:20:16+08:00 ] /SiaWeb/admin.php/Person/edit/id/1 | INFO: Run ContentReplace Behavior [ RunTime:0.000488s ]
[ 2012-05-11T20:20:16+08:00 ] /SiaWeb/admin.php/Person/edit/id/1 | INFO: Run TokenBuild Behavior [ RunTime:0.000560s ]
[ 2012-05-11T20:20:16+08:00 ] /SiaWeb/admin.php/Person/edit/id/1 | INFO: Run WriteHtmlCache Behavior [ RunTime:0.000341s ]
[ 2012-05-11T20:20:16+08:00 ] /SiaWeb/admin.php/Person/edit/id/1 | INFO: Run ShowRuntime Behavior [ RunTime:0.000599s ]
[ 2012-05-11T20:20:16+08:00 ] /SiaWeb/admin.php/Person/edit/id/1 | INFO: Tag[ view_filter ] --END-- [ RunTime:0.002227s ]
[ 2012-05-11T20:20:16+08:00 ] /SiaWeb/admin.php/Person/edit/id/1 | INFO: Tag[ view_end ] --START--
[ 2012-05-11T20:20:16+08:00 ] /SiaWeb/admin.php/Person/edit/id/1 | INFO: Run ShowPageTrace Behavior [ RunTime:0.000519s ]
[ 2012-05-11T20:20:16+08:00 ] /SiaWeb/admin.php/Person/edit/id/1 | INFO: Tag[ view_end ] --END-- [ RunTime:0.000604s ]
[ 2012-05-11T20:20:56+08:00 ] /SiaWeb/admin.php/Person/update | INFO: Tag[ route_check ] --START--
[ 2012-05-11T20:20:56+08:00 ] /SiaWeb/admin.php/Person/update | INFO: Run CheckRoute Behavior [ RunTime:0.000754s ]
[ 2012-05-11T20:20:56+08:00 ] /SiaWeb/admin.php/Person/update | INFO: Tag[ route_check ] --END-- [ RunTime:0.000873s ]
[ 2012-05-11T20:20:56+08:00 ] /SiaWeb/admin.php/Person/update | INFO: Tag[ app_begin ] --START--
[ 2012-05-11T20:20:56+08:00 ] /SiaWeb/admin.php/Person/update | INFO: Run ReadHtmlCache Behavior [ RunTime:0.000538s ]
[ 2012-05-11T20:20:56+08:00 ] /SiaWeb/admin.php/Person/update | INFO: Tag[ app_begin ] --END-- [ RunTime:0.000618s ]
[ 2012-05-11T20:20:56+08:00 ] /SiaWeb/admin.php/Person/update | SQL: SHOW COLUMNS FROM `think_person` [ RunTime:0.004472s ]
[ 2012-05-11T20:20:56+08:00 ] /SiaWeb/admin.php/Person/update | SQL: UPDATE `think_person` SET `name`='吴文俊',`major`='大数学家',`jobtitle`='中国科学院院士',`job`='名誉主任' WHERE ( `id` = '1' ) [ RunTime:0.036859s ]
[ 2012-05-11T20:20:56+08:00 ] /SiaWeb/admin.php/Person/update | INFO: Tag[ view_template ] --START--
[ 2012-05-11T20:20:56+08:00 ] /SiaWeb/admin.php/Person/update | INFO: Run LocationTemplate Behavior [ RunTime:0.000964s ]
[ 2012-05-11T20:20:56+08:00 ] /SiaWeb/admin.php/Person/update | INFO: Tag[ view_template ] --END-- [ RunTime:0.001108s ]
[ 2012-05-11T20:20:56+08:00 ] /SiaWeb/admin.php/Person/update | INFO: Tag[ view_parse ] --START--
[ 2012-05-11T20:20:56+08:00 ] /SiaWeb/admin.php/Person/update | INFO: Run ParseTemplate Behavior [ RunTime:0.010255s ]
[ 2012-05-11T20:20:56+08:00 ] /SiaWeb/admin.php/Person/update | INFO: Tag[ view_parse ] --END-- [ RunTime:0.010470s ]
[ 2012-05-11T20:20:56+08:00 ] /SiaWeb/admin.php/Person/update | INFO: Tag[ view_filter ] --START--
[ 2012-05-11T20:20:56+08:00 ] /SiaWeb/admin.php/Person/update | INFO: Run ContentReplace Behavior [ RunTime:0.000817s ]
[ 2012-05-11T20:20:56+08:00 ] /SiaWeb/admin.php/Person/update | INFO: Run TokenBuild Behavior [ RunTime:0.000779s ]
[ 2012-05-11T20:20:56+08:00 ] /SiaWeb/admin.php/Person/update | INFO: Run WriteHtmlCache Behavior [ RunTime:0.000483s ]
[ 2012-05-11T20:20:56+08:00 ] /SiaWeb/admin.php/Person/update | INFO: Run ShowRuntime Behavior [ RunTime:0.000952s ]
[ 2012-05-11T20:20:56+08:00 ] /SiaWeb/admin.php/Person/update | INFO: Tag[ view_filter ] --END-- [ RunTime:0.003401s ]
[ 2012-05-11T20:20:56+08:00 ] /SiaWeb/admin.php/Person/update | INFO: Tag[ view_end ] --START--
[ 2012-05-11T20:20:56+08:00 ] /SiaWeb/admin.php/Person/update | INFO: Run ShowPageTrace Behavior [ RunTime:0.000752s ]
[ 2012-05-11T20:20:56+08:00 ] /SiaWeb/admin.php/Person/update | INFO: Tag[ view_end ] --END-- [ RunTime:0.000886s ]
[ 2012-05-11T20:20:57+08:00 ] /SiaWeb/admin.php/Person/edit/id/1 | INFO: Tag[ route_check ] --START--
[ 2012-05-11T20:20:57+08:00 ] /SiaWeb/admin.php/Person/edit/id/1 | INFO: Run CheckRoute Behavior [ RunTime:0.000741s ]
[ 2012-05-11T20:20:57+08:00 ] /SiaWeb/admin.php/Person/edit/id/1 | INFO: Tag[ route_check ] --END-- [ RunTime:0.000852s ]
[ 2012-05-11T20:20:57+08:00 ] /SiaWeb/admin.php/Person/edit/id/1 | INFO: Tag[ app_begin ] --START--
[ 2012-05-11T20:20:57+08:00 ] /SiaWeb/admin.php/Person/edit/id/1 | INFO: Run ReadHtmlCache Behavior [ RunTime:0.000543s ]
[ 2012-05-11T20:20:57+08:00 ] /SiaWeb/admin.php/Person/edit/id/1 | INFO: Tag[ app_begin ] --END-- [ RunTime:0.000624s ]
[ 2012-05-11T20:20:57+08:00 ] /SiaWeb/admin.php/Person/edit/id/1 | SQL: SHOW COLUMNS FROM `think_person` [ RunTime:0.003530s ]
[ 2012-05-11T20:20:57+08:00 ] /SiaWeb/admin.php/Person/edit/id/1 | SQL: SELECT * FROM `think_person` WHERE id=1 LIMIT 1   [ RunTime:0.000252s ]
[ 2012-05-11T20:20:57+08:00 ] /SiaWeb/admin.php/Person/edit/id/1 | INFO: Tag[ view_template ] --START--
[ 2012-05-11T20:20:57+08:00 ] /SiaWeb/admin.php/Person/edit/id/1 | INFO: Run LocationTemplate Behavior [ RunTime:0.000927s ]
[ 2012-05-11T20:20:57+08:00 ] /SiaWeb/admin.php/Person/edit/id/1 | INFO: Tag[ view_template ] --END-- [ RunTime:0.001067s ]
[ 2012-05-11T20:20:57+08:00 ] /SiaWeb/admin.php/Person/edit/id/1 | INFO: Tag[ view_parse ] --START--
[ 2012-05-11T20:20:57+08:00 ] /SiaWeb/admin.php/Person/edit/id/1 | INFO: Run ParseTemplate Behavior [ RunTime:0.008055s ]
[ 2012-05-11T20:20:57+08:00 ] /SiaWeb/admin.php/Person/edit/id/1 | INFO: Tag[ view_parse ] --END-- [ RunTime:0.008173s ]
[ 2012-05-11T20:20:57+08:00 ] /SiaWeb/admin.php/Person/edit/id/1 | INFO: Tag[ view_filter ] --START--
[ 2012-05-11T20:20:57+08:00 ] /SiaWeb/admin.php/Person/edit/id/1 | INFO: Run ContentReplace Behavior [ RunTime:0.000393s ]
[ 2012-05-11T20:20:57+08:00 ] /SiaWeb/admin.php/Person/edit/id/1 | INFO: Run TokenBuild Behavior [ RunTime:0.000473s ]
[ 2012-05-11T20:20:57+08:00 ] /SiaWeb/admin.php/Person/edit/id/1 | INFO: Run WriteHtmlCache Behavior [ RunTime:0.000262s ]
[ 2012-05-11T20:20:57+08:00 ] /SiaWeb/admin.php/Person/edit/id/1 | INFO: Run ShowRuntime Behavior [ RunTime:0.000635s ]
[ 2012-05-11T20:20:57+08:00 ] /SiaWeb/admin.php/Person/edit/id/1 | INFO: Tag[ view_filter ] --END-- [ RunTime:0.002015s ]
[ 2012-05-11T20:20:57+08:00 ] /SiaWeb/admin.php/Person/edit/id/1 | INFO: Tag[ view_end ] --START--
[ 2012-05-11T20:20:57+08:00 ] /SiaWeb/admin.php/Person/edit/id/1 | INFO: Run ShowPageTrace Behavior [ RunTime:0.000681s ]
[ 2012-05-11T20:20:57+08:00 ] /SiaWeb/admin.php/Person/edit/id/1 | INFO: Tag[ view_end ] --END-- [ RunTime:0.000864s ]
[ 2012-05-11T21:56:25+08:00 ] /SiaWeb/admin.php/User | INFO: Tag[ route_check ] --START--
[ 2012-05-11T21:56:25+08:00 ] /SiaWeb/admin.php/User | INFO: Run CheckRoute Behavior [ RunTime:0.001062s ]
[ 2012-05-11T21:56:25+08:00 ] /SiaWeb/admin.php/User | INFO: Tag[ route_check ] --END-- [ RunTime:0.001205s ]
[ 2012-05-11T21:56:25+08:00 ] /SiaWeb/admin.php/User | INFO: Tag[ app_begin ] --START--
[ 2012-05-11T21:56:25+08:00 ] /SiaWeb/admin.php/User | INFO: Run ReadHtmlCache Behavior [ RunTime:0.000764s ]
[ 2012-05-11T21:56:25+08:00 ] /SiaWeb/admin.php/User | INFO: Tag[ app_begin ] --END-- [ RunTime:0.000849s ]
[ 2012-05-11T21:56:25+08:00 ] /SiaWeb/admin.php/User | INFO: Tag[ view_template ] --START--
[ 2012-05-11T21:56:25+08:00 ] /SiaWeb/admin.php/User | INFO: Run LocationTemplate Behavior [ RunTime:0.001210s ]
[ 2012-05-11T21:56:25+08:00 ] /SiaWeb/admin.php/User | INFO: Tag[ view_template ] --END-- [ RunTime:0.001344s ]
[ 2012-05-11T21:56:25+08:00 ] /SiaWeb/admin.php/User | INFO: Tag[ view_parse ] --START--
[ 2012-05-11T21:56:25+08:00 ] /SiaWeb/admin.php/User | INFO: Run ParseTemplate Behavior [ RunTime:0.007851s ]
[ 2012-05-11T21:56:25+08:00 ] /SiaWeb/admin.php/User | INFO: Tag[ view_parse ] --END-- [ RunTime:0.007954s ]
[ 2012-05-11T21:56:25+08:00 ] /SiaWeb/admin.php/User | INFO: Tag[ view_filter ] --START--
[ 2012-05-11T21:56:25+08:00 ] /SiaWeb/admin.php/User | INFO: Run ContentReplace Behavior [ RunTime:0.000590s ]
[ 2012-05-11T21:56:25+08:00 ] /SiaWeb/admin.php/User | INFO: Run TokenBuild Behavior [ RunTime:0.000629s ]
[ 2012-05-11T21:56:25+08:00 ] /SiaWeb/admin.php/User | INFO: Run WriteHtmlCache Behavior [ RunTime:0.000384s ]
[ 2012-05-11T21:56:25+08:00 ] /SiaWeb/admin.php/User | INFO: Run ShowRuntime Behavior [ RunTime:0.000714s ]
[ 2012-05-11T21:56:25+08:00 ] /SiaWeb/admin.php/User | INFO: Tag[ view_filter ] --END-- [ RunTime:0.002547s ]
[ 2012-05-11T21:56:25+08:00 ] /SiaWeb/admin.php/User | INFO: Tag[ view_end ] --START--
[ 2012-05-11T21:56:25+08:00 ] /SiaWeb/admin.php/User | INFO: Run ShowPageTrace Behavior [ RunTime:0.000509s ]
[ 2012-05-11T21:56:25+08:00 ] /SiaWeb/admin.php/User | INFO: Tag[ view_end ] --END-- [ RunTime:0.000592s ]
[ 2012-05-11T21:56:36+08:00 ] /SiaWeb/admin.php/User/add | INFO: Tag[ route_check ] --START--
[ 2012-05-11T21:56:36+08:00 ] /SiaWeb/admin.php/User/add | INFO: Run CheckRoute Behavior [ RunTime:0.000971s ]
[ 2012-05-11T21:56:36+08:00 ] /SiaWeb/admin.php/User/add | INFO: Tag[ route_check ] --END-- [ RunTime:0.001093s ]
[ 2012-05-11T21:56:36+08:00 ] /SiaWeb/admin.php/User/add | INFO: Tag[ app_begin ] --START--
[ 2012-05-11T21:56:36+08:00 ] /SiaWeb/admin.php/User/add | INFO: Run ReadHtmlCache Behavior [ RunTime:0.000677s ]
[ 2012-05-11T21:56:36+08:00 ] /SiaWeb/admin.php/User/add | INFO: Tag[ app_begin ] --END-- [ RunTime:0.000765s ]
[ 2012-05-11T21:56:36+08:00 ] /SiaWeb/admin.php/User/add | SQL: SHOW COLUMNS FROM `think_user` [ RunTime:0.004920s ]
[ 2012-05-11T21:56:36+08:00 ] /SiaWeb/admin.php/User/add | SQL: INSERT INTO `think_user` (`username`,`password`,`createtime`,`ip`) VALUES ('','','','') [ RunTime:0.000273s ]
[ 2012-05-11T21:56:36+08:00 ] /SiaWeb/admin.php/User/add | INFO: Tag[ view_template ] --START--
[ 2012-05-11T21:56:36+08:00 ] /SiaWeb/admin.php/User/add | INFO: Run LocationTemplate Behavior [ RunTime:0.000764s ]
[ 2012-05-11T21:56:36+08:00 ] /SiaWeb/admin.php/User/add | INFO: Tag[ view_template ] --END-- [ RunTime:0.000882s ]
[ 2012-05-11T21:56:36+08:00 ] /SiaWeb/admin.php/User/add | INFO: Tag[ view_parse ] --START--
[ 2012-05-11T21:56:36+08:00 ] /SiaWeb/admin.php/User/add | INFO: Run ParseTemplate Behavior [ RunTime:0.009838s ]
[ 2012-05-11T21:56:36+08:00 ] /SiaWeb/admin.php/User/add | INFO: Tag[ view_parse ] --END-- [ RunTime:0.009969s ]
[ 2012-05-11T21:56:36+08:00 ] /SiaWeb/admin.php/User/add | INFO: Tag[ view_filter ] --START--
[ 2012-05-11T21:56:36+08:00 ] /SiaWeb/admin.php/User/add | INFO: Run ContentReplace Behavior [ RunTime:0.000458s ]
[ 2012-05-11T21:56:36+08:00 ] /SiaWeb/admin.php/User/add | INFO: Run TokenBuild Behavior [ RunTime:0.000523s ]
[ 2012-05-11T21:56:36+08:00 ] /SiaWeb/admin.php/User/add | INFO: Run WriteHtmlCache Behavior [ RunTime:0.000318s ]
[ 2012-05-11T21:56:36+08:00 ] /SiaWeb/admin.php/User/add | INFO: Run ShowRuntime Behavior [ RunTime:0.000610s ]
[ 2012-05-11T21:56:36+08:00 ] /SiaWeb/admin.php/User/add | INFO: Tag[ view_filter ] --END-- [ RunTime:0.002141s ]
[ 2012-05-11T21:56:36+08:00 ] /SiaWeb/admin.php/User/add | INFO: Tag[ view_end ] --START--
[ 2012-05-11T21:56:36+08:00 ] /SiaWeb/admin.php/User/add | INFO: Run ShowPageTrace Behavior [ RunTime:0.000739s ]
[ 2012-05-11T21:56:36+08:00 ] /SiaWeb/admin.php/User/add | INFO: Tag[ view_end ] --END-- [ RunTime:0.000849s ]
[ 2012-05-11T21:56:37+08:00 ] /SiaWeb/admin.php/User | INFO: Tag[ route_check ] --START--
[ 2012-05-11T21:56:37+08:00 ] /SiaWeb/admin.php/User | INFO: Run CheckRoute Behavior [ RunTime:0.000737s ]
[ 2012-05-11T21:56:37+08:00 ] /SiaWeb/admin.php/User | INFO: Tag[ route_check ] --END-- [ RunTime:0.000849s ]
[ 2012-05-11T21:56:37+08:00 ] /SiaWeb/admin.php/User | INFO: Tag[ app_begin ] --START--
[ 2012-05-11T21:56:37+08:00 ] /SiaWeb/admin.php/User | INFO: Run ReadHtmlCache Behavior [ RunTime:0.000587s ]
[ 2012-05-11T21:56:37+08:00 ] /SiaWeb/admin.php/User | INFO: Tag[ app_begin ] --END-- [ RunTime:0.000673s ]
[ 2012-05-11T21:56:37+08:00 ] /SiaWeb/admin.php/User | INFO: Tag[ view_template ] --START--
[ 2012-05-11T21:56:37+08:00 ] /SiaWeb/admin.php/User | INFO: Run LocationTemplate Behavior [ RunTime:0.000557s ]
[ 2012-05-11T21:56:37+08:00 ] /SiaWeb/admin.php/User | INFO: Tag[ view_template ] --END-- [ RunTime:0.000641s ]
[ 2012-05-11T21:56:37+08:00 ] /SiaWeb/admin.php/User | INFO: Tag[ view_parse ] --START--
[ 2012-05-11T21:56:37+08:00 ] /SiaWeb/admin.php/User | INFO: Run ParseTemplate Behavior [ RunTime:0.006320s ]
[ 2012-05-11T21:56:37+08:00 ] /SiaWeb/admin.php/User | INFO: Tag[ view_parse ] --END-- [ RunTime:0.006413s ]
[ 2012-05-11T21:56:37+08:00 ] /SiaWeb/admin.php/User | INFO: Tag[ view_filter ] --START--
[ 2012-05-11T21:56:37+08:00 ] /SiaWeb/admin.php/User | INFO: Run ContentReplace Behavior [ RunTime:0.000369s ]
[ 2012-05-11T21:56:37+08:00 ] /SiaWeb/admin.php/User | INFO: Run TokenBuild Behavior [ RunTime:0.000479s ]
[ 2012-05-11T21:56:37+08:00 ] /SiaWeb/admin.php/User | INFO: Run WriteHtmlCache Behavior [ RunTime:0.000247s ]
[ 2012-05-11T21:56:37+08:00 ] /SiaWeb/admin.php/User | INFO: Run ShowRuntime Behavior [ RunTime:0.000534s ]
[ 2012-05-11T21:56:37+08:00 ] /SiaWeb/admin.php/User | INFO: Tag[ view_filter ] --END-- [ RunTime:0.001843s ]
[ 2012-05-11T21:56:37+08:00 ] /SiaWeb/admin.php/User | INFO: Tag[ view_end ] --START--
[ 2012-05-11T21:56:37+08:00 ] /SiaWeb/admin.php/User | INFO: Run ShowPageTrace Behavior [ RunTime:0.000435s ]
[ 2012-05-11T21:56:37+08:00 ] /SiaWeb/admin.php/User | INFO: Tag[ view_end ] --END-- [ RunTime:0.000514s ]
[ 2012-05-11T21:56:39+08:00 ] /SiaWeb/admin.php/User/add | INFO: Tag[ route_check ] --START--
[ 2012-05-11T21:56:39+08:00 ] /SiaWeb/admin.php/User/add | INFO: Run CheckRoute Behavior [ RunTime:0.000855s ]
[ 2012-05-11T21:56:39+08:00 ] /SiaWeb/admin.php/User/add | INFO: Tag[ route_check ] --END-- [ RunTime:0.000976s ]
[ 2012-05-11T21:56:39+08:00 ] /SiaWeb/admin.php/User/add | INFO: Tag[ app_begin ] --START--
[ 2012-05-11T21:56:39+08:00 ] /SiaWeb/admin.php/User/add | INFO: Run ReadHtmlCache Behavior [ RunTime:0.000607s ]
[ 2012-05-11T21:56:39+08:00 ] /SiaWeb/admin.php/User/add | INFO: Tag[ app_begin ] --END-- [ RunTime:0.000694s ]
[ 2012-05-11T21:56:39+08:00 ] /SiaWeb/admin.php/User/add | SQL: SHOW COLUMNS FROM `think_user` [ RunTime:0.003955s ]
[ 2012-05-11T21:56:39+08:00 ] /SiaWeb/admin.php/User/add | SQL: INSERT INTO `think_user` (`username`,`password`,`createtime`,`ip`) VALUES ('','','','') [ RunTime:0.000239s ]
[ 2012-05-11T21:56:39+08:00 ] /SiaWeb/admin.php/User/add | INFO: Tag[ view_template ] --START--
[ 2012-05-11T21:56:39+08:00 ] /SiaWeb/admin.php/User/add | INFO: Run LocationTemplate Behavior [ RunTime:0.000511s ]
[ 2012-05-11T21:56:39+08:00 ] /SiaWeb/admin.php/User/add | INFO: Tag[ view_template ] --END-- [ RunTime:0.000606s ]
[ 2012-05-11T21:56:39+08:00 ] /SiaWeb/admin.php/User/add | INFO: Tag[ view_parse ] --START--
[ 2012-05-11T21:56:39+08:00 ] /SiaWeb/admin.php/User/add | INFO: Run ParseTemplate Behavior [ RunTime:0.008706s ]
[ 2012-05-11T21:56:39+08:00 ] /SiaWeb/admin.php/User/add | INFO: Tag[ view_parse ] --END-- [ RunTime:0.008810s ]
[ 2012-05-11T21:56:39+08:00 ] /SiaWeb/admin.php/User/add | INFO: Tag[ view_filter ] --START--
[ 2012-05-11T21:56:39+08:00 ] /SiaWeb/admin.php/User/add | INFO: Run ContentReplace Behavior [ RunTime:0.000410s ]
[ 2012-05-11T21:56:39+08:00 ] /SiaWeb/admin.php/User/add | INFO: Run TokenBuild Behavior [ RunTime:0.000413s ]
[ 2012-05-11T21:56:39+08:00 ] /SiaWeb/admin.php/User/add | INFO: Run WriteHtmlCache Behavior [ RunTime:0.000248s ]
[ 2012-05-11T21:56:39+08:00 ] /SiaWeb/admin.php/User/add | INFO: Run ShowRuntime Behavior [ RunTime:0.000526s ]
[ 2012-05-11T21:56:39+08:00 ] /SiaWeb/admin.php/User/add | INFO: Tag[ view_filter ] --END-- [ RunTime:0.001830s ]
[ 2012-05-11T21:56:39+08:00 ] /SiaWeb/admin.php/User/add | INFO: Tag[ view_end ] --START--
[ 2012-05-11T21:56:39+08:00 ] /SiaWeb/admin.php/User/add | INFO: Run ShowPageTrace Behavior [ RunTime:0.000465s ]
[ 2012-05-11T21:56:39+08:00 ] /SiaWeb/admin.php/User/add | INFO: Tag[ view_end ] --END-- [ RunTime:0.000545s ]
[ 2012-05-11T21:56:40+08:00 ] /SiaWeb/admin.php/User | INFO: Tag[ route_check ] --START--
[ 2012-05-11T21:56:40+08:00 ] /SiaWeb/admin.php/User | INFO: Run CheckRoute Behavior [ RunTime:0.000737s ]
[ 2012-05-11T21:56:40+08:00 ] /SiaWeb/admin.php/User | INFO: Tag[ route_check ] --END-- [ RunTime:0.000853s ]
[ 2012-05-11T21:56:40+08:00 ] /SiaWeb/admin.php/User | INFO: Tag[ app_begin ] --START--
[ 2012-05-11T21:56:40+08:00 ] /SiaWeb/admin.php/User | INFO: Run ReadHtmlCache Behavior [ RunTime:0.000549s ]
[ 2012-05-11T21:56:40+08:00 ] /SiaWeb/admin.php/User | INFO: Tag[ app_begin ] --END-- [ RunTime:0.000632s ]
[ 2012-05-11T21:56:40+08:00 ] /SiaWeb/admin.php/User | INFO: Tag[ view_template ] --START--
[ 2012-05-11T21:56:40+08:00 ] /SiaWeb/admin.php/User | INFO: Run LocationTemplate Behavior [ RunTime:0.000369s ]
[ 2012-05-11T21:56:40+08:00 ] /SiaWeb/admin.php/User | INFO: Tag[ view_template ] --END-- [ RunTime:0.000452s ]
[ 2012-05-11T21:56:40+08:00 ] /SiaWeb/admin.php/User | INFO: Tag[ view_parse ] --START--
[ 2012-05-11T21:56:40+08:00 ] /SiaWeb/admin.php/User | INFO: Run ParseTemplate Behavior [ RunTime:0.006365s ]
[ 2012-05-11T21:56:40+08:00 ] /SiaWeb/admin.php/User | INFO: Tag[ view_parse ] --END-- [ RunTime:0.006493s ]
[ 2012-05-11T21:56:40+08:00 ] /SiaWeb/admin.php/User | INFO: Tag[ view_filter ] --START--
[ 2012-05-11T21:56:40+08:00 ] /SiaWeb/admin.php/User | INFO: Run ContentReplace Behavior [ RunTime:0.000561s ]
[ 2012-05-11T21:56:40+08:00 ] /SiaWeb/admin.php/User | INFO: Run TokenBuild Behavior [ RunTime:0.000717s ]
[ 2012-05-11T21:56:40+08:00 ] /SiaWeb/admin.php/User | INFO: Run WriteHtmlCache Behavior [ RunTime:0.000274s ]
[ 2012-05-11T21:56:40+08:00 ] /SiaWeb/admin.php/User | INFO: Run ShowRuntime Behavior [ RunTime:0.000513s ]
[ 2012-05-11T21:56:40+08:00 ] /SiaWeb/admin.php/User | INFO: Tag[ view_filter ] --END-- [ RunTime:0.002362s ]
[ 2012-05-11T21:56:40+08:00 ] /SiaWeb/admin.php/User | INFO: Tag[ view_end ] --START--
[ 2012-05-11T21:56:40+08:00 ] /SiaWeb/admin.php/User | INFO: Run ShowPageTrace Behavior [ RunTime:0.000433s ]
[ 2012-05-11T21:56:40+08:00 ] /SiaWeb/admin.php/User | INFO: Tag[ view_end ] --END-- [ RunTime:0.000517s ]
[ 2012-05-11T21:57:01+08:00 ] /SiaWeb/admin.php/User/add | INFO: Tag[ route_check ] --START--
[ 2012-05-11T21:57:01+08:00 ] /SiaWeb/admin.php/User/add | INFO: Run CheckRoute Behavior [ RunTime:0.000752s ]
[ 2012-05-11T21:57:01+08:00 ] /SiaWeb/admin.php/User/add | INFO: Tag[ route_check ] --END-- [ RunTime:0.000866s ]
[ 2012-05-11T21:57:01+08:00 ] /SiaWeb/admin.php/User/add | INFO: Tag[ app_begin ] --START--
[ 2012-05-11T21:57:01+08:00 ] /SiaWeb/admin.php/User/add | INFO: Run ReadHtmlCache Behavior [ RunTime:0.000553s ]
[ 2012-05-11T21:57:01+08:00 ] /SiaWeb/admin.php/User/add | INFO: Tag[ app_begin ] --END-- [ RunTime:0.000637s ]
[ 2012-05-11T21:57:01+08:00 ] /SiaWeb/admin.php/User/add | SQL: SHOW COLUMNS FROM `think_user` [ RunTime:0.004231s ]
[ 2012-05-11T21:57:01+08:00 ] /SiaWeb/admin.php/User/add | SQL: INSERT INTO `think_user` (`username`,`password`,`createtime`,`ip`) VALUES ('','','','') [ RunTime:0.000241s ]
[ 2012-05-11T21:57:01+08:00 ] /SiaWeb/admin.php/User/add | INFO: Tag[ view_template ] --START--
[ 2012-05-11T21:57:01+08:00 ] /SiaWeb/admin.php/User/add | INFO: Run LocationTemplate Behavior [ RunTime:0.000483s ]
[ 2012-05-11T21:57:01+08:00 ] /SiaWeb/admin.php/User/add | INFO: Tag[ view_template ] --END-- [ RunTime:0.000571s ]
[ 2012-05-11T21:57:01+08:00 ] /SiaWeb/admin.php/User/add | INFO: Tag[ view_parse ] --START--
[ 2012-05-11T21:57:01+08:00 ] /SiaWeb/admin.php/User/add | INFO: Run ParseTemplate Behavior [ RunTime:0.008269s ]
[ 2012-05-11T21:57:01+08:00 ] /SiaWeb/admin.php/User/add | INFO: Tag[ view_parse ] --END-- [ RunTime:0.008375s ]
[ 2012-05-11T21:57:01+08:00 ] /SiaWeb/admin.php/User/add | INFO: Tag[ view_filter ] --START--
[ 2012-05-11T21:57:01+08:00 ] /SiaWeb/admin.php/User/add | INFO: Run ContentReplace Behavior [ RunTime:0.000399s ]
[ 2012-05-11T21:57:01+08:00 ] /SiaWeb/admin.php/User/add | INFO: Run TokenBuild Behavior [ RunTime:0.000761s ]
[ 2012-05-11T21:57:01+08:00 ] /SiaWeb/admin.php/User/add | INFO: Run WriteHtmlCache Behavior [ RunTime:0.000401s ]
[ 2012-05-11T21:57:01+08:00 ] /SiaWeb/admin.php/User/add | INFO: Run ShowRuntime Behavior [ RunTime:0.000772s ]
[ 2012-05-11T21:57:01+08:00 ] /SiaWeb/admin.php/User/add | INFO: Tag[ view_filter ] --END-- [ RunTime:0.002733s ]
[ 2012-05-11T21:57:01+08:00 ] /SiaWeb/admin.php/User/add | INFO: Tag[ view_end ] --START--
[ 2012-05-11T21:57:01+08:00 ] /SiaWeb/admin.php/User/add | INFO: Run ShowPageTrace Behavior [ RunTime:0.000669s ]
[ 2012-05-11T21:57:01+08:00 ] /SiaWeb/admin.php/User/add | INFO: Tag[ view_end ] --END-- [ RunTime:0.000773s ]
[ 2012-05-11T21:57:02+08:00 ] /SiaWeb/admin.php/User | INFO: Tag[ route_check ] --START--
[ 2012-05-11T21:57:02+08:00 ] /SiaWeb/admin.php/User | INFO: Run CheckRoute Behavior [ RunTime:0.000741s ]
